item,score,total_occ,preferred_occ
thick decision-making,0.5555555555555556,9,5
certain behalf,0.4,10,4
twin holding,0.5555555555555556,9,5
back conduct,0.4444444444444444,9,4
progressive constraint,0.5555555555555556,9,5
established outing,0.9,10,9
collective devil,0.125,8,1
gay carriage,0.4,10,4
Dutch buffer,0.3333333333333333,9,3
careful million,0.2222222222222222,9,2
dead ambulance,0.4444444444444444,9,4
comfortable pyramid,0.5,10,5
reliable hardship,0.625,8,5
adjacent campaigner,0.5555555555555556,9,5
Jewish debit,0.625,8,5
live prison,0.125,8,1
necessary cuisine,0.625,8,5
enjoyable wood,0.4,10,4
medical euro,0.1,10,1
influential leaf,0.6666666666666666,9,6
short clergy,0.4444444444444444,9,4
advanced frustration,0.75,8,6
left biodiversity,0.2222222222222222,9,2
classical visa,0.5,8,4
outside pound,0.25,8,2
exciting senator,0.7,10,7
digital happiness,0.4444444444444444,9,4
ideal golf,0.5,10,5
civil plasma,0.0,7,0
marine asteroid,0.125,8,1
Islamic demon,0.75,8,6
manual prohibition,0.4444444444444444,9,4
improved echo,0.3333333333333333,9,3
independent freezing,0.4,10,4
mathematical cable,0.1,10,1
outside traveller,0.6666666666666666,9,6
ancient seller,0.875,8,7
Soviet submission,0.4444444444444444,9,4
extreme antibody,0.6,10,6
sad outlet,0.125,8,1
bad undergraduate,0.625,8,5
excellent chaos,0.2,10,2
remarkable produce,0.75,8,6
animal campus,0.3,10,3
elderly acquisition,0.75,8,6
marine clinic,1.0,9,9
fast lecturer,0.9,10,9
collective frog,0.0,10,0
unlikely column,0.7,10,7
distant congestion,0.4444444444444444,9,4
consecutive thousand,0.2,10,2
prestigious hypothesis,0.75,8,6
exciting tenure,0.8,10,8
prestigious tomato,0.25,8,2
minimum furniture,0.7777777777777778,9,7
Greek capture,0.6666666666666666,9,6
Soviet follower,0.625,8,5
written pencil,0.125,8,1
keen glacier,0.375,8,3
realistic semester,0.6666666666666666,9,6
mixed inspiration,0.8,10,8
wild marble,0.3333333333333333,9,3
lead greenhouse,0.4444444444444444,9,4
enjoyable remedy,1.0,8,8
quiet ethnicity,0.3333333333333333,9,3
dynamic locomotive,0.4,10,4
violent estimate,0.2222222222222222,9,2
functional honor,0.9,10,9
slight stranger,0.5,10,5
remarkable tenant,1.0,9,9
strategic birth,0.3333333333333333,9,3
brief gentleman,0.625,8,5
royal sand,0.3,10,3
coastal today,0.2222222222222222,9,2
active offence,0.75,8,6
Islamic Internet,0.1111111111111111,9,1
armed egg,0.0,8,0
diverse beginner,0.5555555555555556,9,5
English accessibility,0.7,10,7
legislative glimpse,0.5,10,5
average computation,0.9,10,9
chronic guest,0.7142857142857143,7,5
false living,0.4,10,4
high curse,0.4444444444444444,9,4
fundamental hygiene,0.8888888888888888,9,8
dead web,0.3,10,3
experimental employability,0.6,10,6
serious Scot,0.7,10,7
vertical favourite,0.2,10,2
fixed addiction,0.5555555555555556,9,5
western misuse,0.3333333333333333,9,3
American precaution,0.6,10,6
skilled ref,0.8888888888888888,9,8
logical other,0.4,10,4
parallel supplement,0.5,10,5
serious terror,0.7777777777777778,9,7
parallel instructor,0.25,8,2
graphic mine,0.25,8,2
structural start,0.6666666666666666,9,6
mass authentication,1.0,9,9
Iraqi reason,0.5,10,5
universal ladder,0.5,10,5
valuable cafe,0.9,10,9
accurate plantation,0.75,8,6
mutual asteroid,0.0,9,0
maximum archives,0.5,8,4
collaborative explorer,0.8888888888888888,9,8
electoral mainstream,0.6,10,6
instrumental accusation,0.3,10,3
Democratic dragon,0.2222222222222222,9,2
secure twin,0.4,10,4
domestic toe,0.2,10,2
massive chicken,1.0,8,8
ethical sin,0.7777777777777778,9,7
liberal telescope,0.1,10,1
criminal prescription,0.4444444444444444,9,4
literary embassy,0.2222222222222222,9,2
mathematical moderator,0.6,10,6
secondary gear,0.8,10,8
leading financing,0.4444444444444444,9,4
secondary minister,0.625,8,5
Iraqi bull,0.75,8,6
bright synopsis,0.6666666666666666,9,6
ethnic graduation,0.2222222222222222,9,2
least coat,0.0,9,0
educational row,0.5,10,5
cold enjoyment,0.625,8,5
mobile ethic,0.4,10,4
interactive deposit,0.2857142857142857,7,2
consistent consultancy,0.625,8,5
Jewish cleaning,0.42857142857142855,7,3
sure section,0.4,10,4
open subsidiary,0.4444444444444444,9,4
North response,0.3,10,3
front catalyst,0.7142857142857143,7,5
spectacular diagnosis,1.0,10,10
heavy justice,0.3333333333333333,9,3
relative ecosystem,0.4,5,2
naval continuation,0.6,10,6
technological messenger,0.4444444444444444,9,4
internal herd,0.3333333333333333,9,3
organic terminology,1.0,9,9
provincial dose,0.5,8,4
slow fitness,0.5555555555555556,9,5
manual invention,0.625,8,5
Soviet risk,0.9,10,9
wet fridge,0.6666666666666666,9,6
fellow contradiction,0.3333333333333333,9,3
manual seeker,0.5555555555555556,9,5
public bundle,0.4444444444444444,9,4
systematic yield,0.6666666666666666,9,6
whole sibling,0.25,8,2
smooth loan,0.7,10,7
informal fin,0.3333333333333333,9,3
sexual memorial,0.5,8,4
dedicated deed,0.6666666666666666,9,6
notable connectivity,0.9,10,9
technological travel,0.8,10,8
video refund,0.6,10,6
overall cord,0.0,9,0
wrong pillar,0.6,10,6
beautiful jail,0.7777777777777778,9,7
flat pistol,0.4,10,4
wild patent,0.2222222222222222,9,2
appropriate heel,0.5,8,4
stunning navy,0.4444444444444444,9,4
electoral arc,0.375,8,3
long-term dinosaur,0.2857142857142857,7,2
responsible sentiment,0.6666666666666666,9,6
Victorian guilt,0.2222222222222222,9,2
estimated extract,0.3333333333333333,9,3
chronic kernel,0.2222222222222222,9,2
excellent villager,0.6666666666666666,9,6
experienced variable,0.5,10,5
North guitar,0.0,10,0
Arab likelihood,0.42857142857142855,7,3
archaeological surname,0.4444444444444444,9,4
electrical vacuum,0.8888888888888888,9,8
full-time cruiser,0.7777777777777778,9,7
applicable dividend,0.8888888888888888,9,8
impossible smoke,0.2222222222222222,9,2
next twin,0.375,8,3
disabled neighborhood,0.625,8,5
temporary appendix,0.4444444444444444,9,4
coastal mushroom,0.4444444444444444,9,4
secret keyboard,0.6666666666666666,9,6
specified hip,0.4444444444444444,9,4
amazing renovation,1.0,8,8
Arab gem,0.6,10,6
foreign height,0.3333333333333333,9,3
West undertaking,0.3,10,3
light asthma,0.5,8,4
evil warning,0.8888888888888888,9,8
remote certificate,0.4,10,4
written roof,0.0,9,0
compulsory airline,0.5,8,4
industrial Christian,0.2222222222222222,9,2
rapid red,0.2,10,2
ultimate sandstone,0.4444444444444444,9,4
valid bullet,0.5555555555555556,9,5
wet celebrity,0.3333333333333333,6,2
armed nail,0.3,10,3
fundamental commencement,0.3333333333333333,9,3
massive apostle,0.5555555555555556,9,5
bold pepper,0.2857142857142857,7,2
internal householder,0.4444444444444444,9,4
convenient try,0.4444444444444444,9,4
likely artery,0.3,10,3
influential fruit,0.2,10,2
yellow statement,0.3,10,3
valuable navy,0.6,10,6
extreme camera,0.5,10,5
illegal proprietor,1.0,9,9
efficient drummer,0.8,10,8
audio scandal,0.7,10,7
worldwide drummer,0.6666666666666666,9,6
responsible coefficient,0.3,10,3
molecular download,0.1111111111111111,9,1
able archaeology,0.5555555555555556,9,5
clean extreme,0.3333333333333333,9,3
fundamental dock,0.4444444444444444,9,4
thin diabetes,0.125,8,1
varied sofa,0.1111111111111111,9,1
Western weight,0.09090909090909091,11,1
mature pyramid,0.1111111111111111,9,1
pleasant perspective,0.6666666666666666,9,6
historical solo,0.5555555555555556,9,5
direct trench,0.5,10,5
literary banker,0.6,10,6
ultimate persecution,0.7777777777777778,9,7
statistical cable,0.3,10,3
mixed throat,0.0,10,0
middle reward,0.6666666666666666,9,6
simple cargo,0.9,10,9
mental serial,0.2,10,2
estimated castle,0.09090909090909091,11,1
psychological blast,0.5714285714285714,7,4
personal nursery,0.7,10,7
available trio,0.6666666666666666,9,6
rare nurse,0.6666666666666666,9,6
preliminary backup,0.7,10,7
helpful smoke,0.2222222222222222,9,2
empty mutation,0.2222222222222222,9,2
optical bankruptcy,0.1,10,1
subject jet,0.1,10,1
geographical morality,0.3,10,3
careful desktop,0.2222222222222222,9,2
Latin principal,0.625,8,5
vocal appointment,0.6666666666666666,9,6
absolute sheep,0.0,10,0
musical parking,0.0,9,0
exact insulation,0.3333333333333333,9,3
dark recycling,0.2,10,2
straight era,0.375,8,3
controversial percentage,0.75,8,6
standard joy,0.5555555555555556,9,5
slow valuation,0.5555555555555556,9,5
structural taxpayer,0.5,10,5
geographical military,0.5714285714285714,7,4
accurate mail,0.7,10,7
sound gut,0.375,8,3
identical publicity,0.6,10,6
acceptable glimpse,0.8,10,8
forthcoming competence,0.3333333333333333,9,3
keen obligation,0.6666666666666666,9,6
Catholic knife,0.3333333333333333,9,3
part-time defendant,0.6,10,6
compatible capitalism,0.7,10,7
massive broadcasting,0.6,10,6
hidden boxer,0.7,10,7
standard integrity,0.6666666666666666,9,6
virtual staircase,0.4444444444444444,9,4
major math,0.75,8,6
superior pledge,0.7,10,7
controversial inflation,0.9,10,9
southern probability,0.7777777777777778,9,7
armed signature,0.2222222222222222,9,2
prominent pronunciation,0.7777777777777778,9,7
consecutive redundancy,0.5555555555555556,9,5
perfect landowner,0.6,10,6
efficient dress,0.5714285714285714,7,4
legendary pond,0.7777777777777778,9,7
positive pagan,0.5,8,4
live microscope,0.2,10,2
willing holiday,0.3333333333333333,9,3
technological physics,0.4444444444444444,9,4
dominant ref,0.7777777777777778,9,7
printed enhancement,0.625,8,5
fair emergency,0.3333333333333333,9,3
criminal retention,0.75,8,6
innovative anatomy,0.75,8,6
printed scrutiny,0.625,8,5
narrow validation,0.7777777777777778,9,7
bold surplus,0.6,10,6
variable horror,0.5555555555555556,9,5
informal overall,0.2222222222222222,9,2
close sword,0.3333333333333333,9,3
illegal fan,0.3333333333333333,9,3
necessary congratulation,0.625,8,5
close sermon,0.2222222222222222,9,2
solar suspicion,0.1111111111111111,9,1
daily demise,0.6,10,6
scientific fixture,0.5555555555555556,9,5
secure rep,0.4444444444444444,9,4
dangerous synopsis,0.5,10,5
partial stranger,0.6,10,6
official stress,0.5,10,5
sufficient handbook,0.7,10,7
universal boat,0.5,10,5
moral lorry,0.3,10,3
vast massacre,0.7777777777777778,9,7
numerous examiner,0.1111111111111111,9,1
raw sailing,0.6666666666666666,9,6
comic obligation,0.625,8,5
tough multitude,0.8888888888888888,9,8
dramatic youngster,0.75,8,6
common borough,0.4444444444444444,9,4
professional penny,0.125,8,1
tiny finale,0.6666666666666666,9,6
federal tomb,0.8888888888888888,9,8
angry insurer,1.0,10,10
guilty snack,0.42857142857142855,7,3
national electronics,0.3333333333333333,9,3
different reliance,0.3,10,3
Dutch packet,0.625,8,5
expensive harm,0.375,8,3
retail cricket,0.125,8,1
sufficient uncle,0.2222222222222222,9,2
collaborative plate,0.3333333333333333,9,3
ultimate faculty,0.75,8,6
honest jungle,0.0,8,0
secret appliance,0.14285714285714285,7,1
technical sugar,0.0,8,0
emotional vaccination,0.125,8,1
eligible onset,0.1111111111111111,9,1
Latin funeral,0.875,8,7
registered balance,0.4444444444444444,9,4
Swedish cold,0.75,8,6
beautiful cheque,0.6,10,6
regulatory operating,0.7777777777777778,9,7
wrong defect,0.4,10,4
accessible dividend,0.6,10,6
conventional ruling,0.8888888888888888,9,8
senior mineral,0.5,8,4
hidden frog,0.7777777777777778,9,7
giant diversity,0.7142857142857143,7,5
Norwegian tariff,1.0,10,10
median force,0.8888888888888888,9,8
undergraduate advertiser,0.9,10,9
intense wartime,1.0,9,9
tough valuation,0.8888888888888888,9,8
amateur mass,0.5555555555555556,9,5
elderly equity,0.7,10,7
artistic demise,0.7777777777777778,9,7
residential spy,0.5,8,4
latter bandwidth,0.1,10,1
least ice,0.25,8,2
appropriate flock,0.7142857142857143,7,5
literary rugby,0.0,10,0
independent sky,0.125,8,1
video speculation,0.5555555555555556,9,5
slight program,0.4444444444444444,9,4
Russian possibility,0.5,10,5
unlikely dwelling,0.8888888888888888,9,8
slight decoration,0.75,8,6
North treaty,0.5555555555555556,9,5
typical avenue,0.8571428571428571,7,6
amazing prevalence,0.5,10,5
acceptable solo,0.5555555555555556,9,5
combined slave,0.1111111111111111,9,1
ill emphasis,0.3,10,3
German spacecraft,0.8888888888888888,9,8
estimated caution,0.7777777777777778,9,7
obvious geometry,0.7777777777777778,9,7
generic million,0.25,8,2
critical shore,0.125,8,1
lucky reinforcement,0.4444444444444444,9,4
outdoor collaborator,0.7142857142857143,7,5
royal clarification,0.6,10,6
live employer,0.4444444444444444,9,4
familiar inch,0.5,6,3
rear determination,0.3333333333333333,9,3
average umbrella,0.8,10,8
strategic breeding,0.6666666666666666,9,6
thin confession,0.6,10,6
acceptable rainfall,0.75,8,6
forthcoming morning,0.75,8,6
intensive chassis,0.1,10,1
royal detention,0.7142857142857143,7,5
annual sake,0.4444444444444444,9,4
hot herd,0.5,10,5
institutional midfielder,0.5,10,5
weekly corpus,0.2222222222222222,9,2
long-term courtyard,0.2222222222222222,9,2
major bush,0.5714285714285714,7,4
underground suicide,0.6,10,6
blue outset,0.25,8,2
urban casting,0.7777777777777778,9,7
distant logistic,0.25,8,2
extreme trainer,0.7777777777777778,9,7
fictional amendment,0.8,10,8
multiple pollution,0.2222222222222222,9,2
experimental ecosystem,0.5,8,4
amazing pin,0.5,8,4
residential radiation,0.4444444444444444,9,4
actual sediment,0.3,10,3
theoretical replacement,0.75,8,6
planned tile,0.7,10,7
stable monastery,0.5,8,4
maximum street,0.1111111111111111,9,1
fictional substitute,0.7,10,7
dual inspector,0.7,10,7
collaborative baby,0.3333333333333333,9,3
massive attacker,0.7,10,7
close distortion,0.7,10,7
urban cent,0.3333333333333333,9,3
practical fever,0.42857142857142855,7,3
decent geology,0.3333333333333333,9,3
useful hill,0.2,10,2
direct conscience,0.6666666666666666,9,6
architectural ear,0.3,10,3
light thumb,0.6,10,6
established screening,0.875,8,7
flat pollution,0.125,8,1
cool skull,0.5,10,5
Arab debt,1.0,8,8
intelligent cavity,0.0,10,0
apparent grid,0.7,10,7
mobile resignation,0.4444444444444444,9,4
compatible professor,0.8888888888888888,9,8
intellectual cake,0.1,10,1
intense sleeve,0.1111111111111111,9,1
mental coalition,0.6666666666666666,9,6
sick manuscript,0.5,8,4
severe compensation,0.7777777777777778,9,7
visual alliance,0.375,8,3
front bassist,0.7777777777777778,9,7
forthcoming builder,0.7777777777777778,9,7
middle registration,0.5555555555555556,9,5
wealthy telescope,0.1,10,1
angry attribute,0.6666666666666666,9,6
ill forecast,0.7,10,7
cheap manga,0.7,10,7
ancient antibody,0.5555555555555556,9,5
criminal postage,0.4444444444444444,9,4
tight sculptor,0.1111111111111111,9,1
brilliant genus,0.375,8,3
Iraqi landowner,0.8888888888888888,9,8
industrial jail,0.5555555555555556,9,5
Asian cloth,0.8,10,8
English strap,0.7,10,7
remote comedian,0.4444444444444444,9,4
fixed pound,0.7142857142857143,7,5
worldwide deck,0.0,9,0
efficient cord,0.625,8,5
mainstream whale,0.3,10,3
honest submarine,0.125,8,1
median accessibility,0.2222222222222222,9,2
medieval dismissal,0.5,8,4
fellow machinery,0.2222222222222222,9,2
popular stair,0.6666666666666666,9,6
vital anime,0.2222222222222222,9,2
acceptable contrary,0.4444444444444444,9,4
unique assurance,0.625,8,5
fictional slavery,0.8,10,8
integrated reign,0.2222222222222222,9,2
fantastic devotion,1.0,10,10
joint postage,0.5,8,4
vertical civilization,0.5555555555555556,9,5
Polish boiler,0.5,10,5
relative retention,0.7777777777777778,9,7
apparent filing,0.4444444444444444,9,4
sole streak,0.4,10,4
parliamentary teaching,0.9,10,9
apparent fisherman,0.7,10,7
obvious realism,0.5,10,5
comprehensive bearing,0.7,10,7
available friendship,0.6,10,6
Welsh data,0.4444444444444444,9,4
mobile bike,0.7777777777777778,9,7
specific immigrant,0.7777777777777778,9,7
fundamental fitting,0.6,10,6
creative sleeve,0.5555555555555556,9,5
fresh width,0.1,10,1
accessible clerk,1.0,9,9
sorry clerk,0.625,8,5
classical workplace,0.875,8,7
valid spacecraft,0.875,8,7
upper charity,0.1111111111111111,9,1
chronic brass,0.2222222222222222,9,2
North expectation,0.0,9,0
vast recommendation,0.8,10,8
fascinating academic,0.6,10,6
voluntary commencement,0.7777777777777778,9,7
convenient fellowship,1.0,9,9
straight revenge,0.5,10,5
adverse audience,0.5555555555555556,9,5
concrete shame,0.2857142857142857,7,2
written hotel,0.125,8,1
agricultural something,0.42857142857142855,7,3
affordable pick,0.875,8,7
graphic trait,0.625,8,5
mixed rat,0.1111111111111111,9,1
fat circumstance,0.25,8,2
successful makeup,0.8,10,8
artificial wagon,0.14285714285714285,7,1
inner win,0.2222222222222222,9,2
wealthy makeup,0.6666666666666666,9,6
wonderful ramp,0.7,10,7
Latin excess,0.625,8,5
private cartridge,0.6666666666666666,9,6
comfortable assistant,0.7777777777777778,9,7
available urine,0.375,8,3
wonderful antibody,0.625,8,5
guilty fishery,0.2,10,2
patient velocity,0.5555555555555556,9,5
rear referendum,0.3,10,3
whole councillor,0.3,10,3
marine acclaim,0.4444444444444444,9,4
increased pamphlet,0.0,8,0
mass special,0.2,10,2
historic embryo,0.625,8,5
Italian completion,0.0,8,0
vertical vocal,0.1111111111111111,9,1
liberal downtown,0.4,10,4
tight trait,0.7,10,7
diverse curiosity,0.7,10,7
diverse nurse,0.5555555555555556,9,5
French wait,0.0,9,0
giant algorithm,0.8,10,8
ethnic heading,0.6,10,6
least boom,0.3333333333333333,9,3
middle penny,0.3333333333333333,9,3
technological handful,0.3,10,3
past genome,0.2222222222222222,9,2
mainstream scenario,1.0,10,10
molecular rival,0.4,10,4
dominant buffer,0.6666666666666666,9,6
collaborative slip,0.4,10,4
pregnant staircase,0.1111111111111111,9,1
crucial clay,0.7,10,7
detailed pride,0.4,10,4
crucial medal,0.625,8,5
hidden jaw,0.125,8,1
direct nationalist,0.5555555555555556,9,5
revolutionary newsletter,0.8571428571428571,7,6
acceptable elevation,0.9,10,9
Israeli sum,0.25,8,2
substantial villain,0.6,10,6
classical workload,0.6666666666666666,9,6
wooden inclusion,0.4444444444444444,9,4
additional beginner,0.7777777777777778,9,7
attractive tenure,0.9,10,9
net entrant,0.1111111111111111,9,1
intensive biotechnology,0.7777777777777778,9,7
Israeli leap,0.4444444444444444,9,4
dead coast,0.5,8,4
rich inspection,0.6666666666666666,9,6
careful affection,0.75,8,6
presidential altar,0.4,10,4
specified notion,0.75,8,6
integrated keywords,1.0,9,9
overseas checking,0.7,10,7
intense order,0.8571428571428571,7,6
on-line diabetes,0.0,9,0
financial luggage,0.5,10,5
radical aviation,0.6,10,6
fantastic shareholder,0.875,8,7
continued blow,0.5714285714285714,7,4
Islamic bundle,0.5555555555555556,9,5
legislative fare,0.7,10,7
animal period,0.3333333333333333,9,3
capable brief,0.6,10,6
outdoor stance,0.5,10,5
operational scenery,0.375,8,3
wild operating,0.4,10,4
immediate textbook,0.3333333333333333,9,3
surprising proprietor,0.6,10,6
mathematical rescue,0.3333333333333333,9,3
on-line pro,0.6666666666666666,9,6
enjoyable litre,0.2,10,2
frequent teenager,0.375,8,3
obvious teenager,0.5555555555555556,9,5
sufficient lady,0.6666666666666666,9,6
Indian bait,0.7,10,7
controversial rehabilitation,0.7777777777777778,9,7
relative oven,0.1111111111111111,9,1
generic estuary,0.5555555555555556,9,5
classical viewing,0.7777777777777778,9,7
ethnic continuation,0.375,8,3
South demonstration,0.4,10,4
necessary parliament,0.75,8,6
visible vocalist,0.7777777777777778,9,7
black security,0.7777777777777778,9,7
reliable township,0.5,10,5
compulsory goodness,1.0,10,10
registered syntax,0.4444444444444444,9,4
chief mast,0.4,10,4
executive spacecraft,0.375,8,3
systematic carbon,0.375,8,3
clinical honor,0.4,10,4
median son,0.25,8,2
quiet declaration,0.8333333333333334,6,5
geographical strain,0.875,8,7
exciting pensioner,0.5555555555555556,9,5
voluntary flank,0.1111111111111111,9,1
variable blogs,0.3,10,3
innovative withdrawal,0.6666666666666666,9,6
valuable thumb,0.4,10,4
variable copy,0.8571428571428571,7,6
comfortable comrade,0.7777777777777778,9,7
holy ending,0.4444444444444444,9,4
regular lake,0.7,10,7
electric coordination,0.75,8,6
notable curve,0.6666666666666666,9,6
due bursary,0.1111111111111111,9,1
hidden citizenship,0.7777777777777778,9,7
considerable portrait,0.7777777777777778,9,7
similar hop,0.2222222222222222,9,2
rural wartime,0.3,10,3
narrow keeper,0.3333333333333333,6,2
average topic,1.0,9,9
yellow gig,0.375,8,3
Greek workload,0.7,10,7
written affiliation,0.8,10,8
keen washing,0.5,10,5
surprising husband,0.5555555555555556,9,5
regulatory disco,0.2222222222222222,9,2
extra moth,0.7777777777777778,9,7
variable neighbor,0.375,8,3
naval addiction,0.5555555555555556,9,5
dominant bonus,0.4444444444444444,9,4
east affiliate,0.5714285714285714,7,4
cheap extract,0.9,10,9
responsible quest,0.625,8,5
heavy memoir,0.6666666666666666,9,6
beneficial budget,0.875,8,7
green survival,0.4444444444444444,9,4
crucial investigator,0.5714285714285714,7,4
Islamic squash,0.42857142857142855,7,3
affordable sovereignty,0.5555555555555556,9,5
Catholic trout,0.1,10,1
partial constituency,0.9,10,9
intelligent distance,0.6666666666666666,9,6
mathematical councillor,0.7,10,7
nervous dust,0.2,10,2
strategic debut,0.875,8,7
global vocal,0.2222222222222222,9,2
brilliant oxygen,0.2,10,2
maximum vice,0.7777777777777778,9,7
conventional repayment,1.0,10,10
square recognition,0.2,10,2
numerous status,0.2222222222222222,9,2
distinct concession,0.7777777777777778,9,7
historical creditor,0.6666666666666666,9,6
established hatred,0.6,10,6
oral membership,0.3,10,3
Polish sample,0.375,8,3
opposite magistrate,0.3333333333333333,9,3
romantic liability,0.875,8,7
impossible hunter,0.625,8,5
latter graduate,0.6666666666666666,9,6
fictional fine,0.5,10,5
beneficial firm,0.7,10,7
naval complexity,0.75,8,6
female marketing,0.7,10,7
superior ion,0.7777777777777778,9,7
private keyboard,0.6666666666666666,9,6
consistent firearm,0.9,10,9
long-term spam,0.4,10,4
fictional powder,0.3,10,3
impossible infant,0.6,10,6
dual draft,0.75,8,6
federal preview,0.8888888888888888,9,8
Australian protein,0.5555555555555556,9,5
stable showcase,0.6,10,6
oral hospital,0.3,10,3
improved honey,0.9,10,9
precise fund,0.625,8,5
provincial spite,0.2,10,2
outside nephew,0.125,8,1
Polish protagonist,0.75,8,6
western lap,0.3333333333333333,9,3
chronic happiness,0.75,8,6
adequate masterpiece,0.7,10,7
careful dependency,0.8571428571428571,7,6
optional hedge,0.5555555555555556,9,5
archaeological drink,0.1,10,1
strategic salary,0.5555555555555556,9,5
secret oxygen,0.0,9,0
scientific banking,0.6666666666666666,9,6
experienced tram,0.16666666666666666,6,1
civil grazing,0.1111111111111111,9,1
western bicycle,0.7777777777777778,9,7
minimum mission,0.375,8,3
funny institution,0.7777777777777778,9,7
silent ambulance,0.7777777777777778,9,7
intensive son,0.5,8,4
east coordinator,0.4,10,4
right mankind,0.14285714285714285,7,1
democratic clue,0.2222222222222222,9,2
dynamic trap,0.4444444444444444,9,4
Dutch tenancy,0.375,8,3
due cotton,0.1,10,1
technological cream,0.1111111111111111,9,1
sufficient pet,0.3,10,3
enormous psychologist,0.5,10,5
due playground,0.1111111111111111,9,1
equal insert,0.4444444444444444,9,4
sick economist,0.625,8,5
logical lending,0.7,10,7
ideal shareholder,1.0,8,8
executive moon,0.1,10,1
functional cylinder,0.7,10,7
residential mortar,0.4,10,4
double peasant,0.4444444444444444,9,4
operational paint,0.3,10,3
Canadian blessing,0.75,8,6
biological prose,0.3,10,3
nervous rowing,0.5,8,4
wet keywords,0.125,8,1
legislative authentication,0.6666666666666666,9,6
sorry earning,0.5,8,4
due battle,0.8,10,8
genetic opposition,0.5555555555555556,9,5
regular defense,0.8571428571428571,7,6
western documentation,0.7777777777777778,9,7
soft sum,0.4,10,4
blind fiber,0.2222222222222222,9,2
sick committee,0.6,10,6
manual manufacturing,1.0,9,9
present ammunition,0.625,8,5
corporate spell,0.3333333333333333,9,3
legendary midwife,0.6,10,6
significant cruiser,0.5555555555555556,9,5
easy infant,0.5,8,4
increased striker,0.3,10,3
virtual commentary,1.0,10,10
federal reasoning,0.6666666666666666,9,6
holy local,0.375,8,3
fantastic thousand,0.3,10,3
intellectual workstation,0.375,8,3
prominent expenditure,0.75,8,6
combined refusal,0.875,8,7
fundamental accessibility,1.0,7,7
helpful recruit,0.9,10,9
full-time mast,0.3,10,3
agricultural dynasty,0.625,8,5
manual finale,0.4444444444444444,9,4
advanced commuter,0.625,8,5
executive breadth,0.6666666666666666,9,6
experimental coffee,0.5,10,5
soft researcher,0.4444444444444444,9,4
silent squad,0.7,10,7
adverse builder,0.3333333333333333,9,3
raw nomination,0.3333333333333333,9,3
fascinating trader,0.7777777777777778,9,7
genetic palm,0.2,10,2
revolutionary clone,0.4444444444444444,9,4
valuable pro,0.75,8,6
sweet habitat,0.4,10,4
electric judge,0.14285714285714285,7,1
dramatic refund,0.5,8,4
evil farmland,0.125,8,1
external son,0.1111111111111111,9,1
consistent corridor,0.4,10,4
independent recycling,0.9,10,9
back rehearsal,0.2222222222222222,9,2
Danish prose,0.9,10,9
executive plateau,0.6,10,6
ready invoice,0.9,10,9
helpful apostle,0.625,8,5
heavy compatibility,0.5714285714285714,7,4
combined pledge,0.75,8,6
quiet hundred,0.5,10,5
collaborative breach,0.5555555555555556,9,5
electoral genus,0.4444444444444444,9,4
Israeli skill,0.5555555555555556,9,5
apparent flat,0.4444444444444444,9,4
sufficient odd,0.1111111111111111,9,1
violent regulation,0.6666666666666666,9,6
quick peasant,0.7142857142857143,7,5
impossible potato,0.1,10,1
integral pension,0.2857142857142857,7,2
chief coverage,0.4,10,4
enjoyable library,0.8888888888888888,9,8
informal beginner,0.7777777777777778,9,7
equal analogy,0.7777777777777778,9,7
upper hypothesis,0.2,10,2
part-time composition,0.2857142857142857,7,2
quiet surplus,0.3,10,3
collective permit,0.6,10,6
agricultural mark,0.7777777777777778,9,7
optical wagon,0.1,10,1
abstract spam,0.4,10,4
blind referendum,0.45454545454545453,11,5
specified transit,1.0,9,9
brief bishop,0.1111111111111111,9,1
thick taxis,0.1111111111111111,9,1
quiet councillor,0.7,10,7
tall transition,0.3333333333333333,9,3
expensive sky,0.2,10,2
due arch,0.0,10,0
abstract shipping,0.2222222222222222,9,2
specified attraction,0.8888888888888888,9,8
blue competence,0.125,8,1
assistant stair,0.0,9,0
heavy affiliate,0.625,8,5
integrated liver,0.125,8,1
systematic assumption,0.5,10,5
guilty gaming,0.8888888888888888,9,8
selected submarine,0.8,10,8
funny backup,0.8,10,8
equal appetite,0.7,10,7
selected athletics,0.8,10,8
mathematical baby,0.2,10,2
extended scientist,0.3333333333333333,9,3
giant explanation,0.5714285714285714,7,4
secure embassy,0.8888888888888888,9,8
Canadian turn,0.5,8,4
romantic compost,0.125,8,1
reliable crown,0.6,10,6
compatible consumer,0.5714285714285714,7,4
virtual vice,0.875,8,7
estimated grandmother,0.3,10,3
retail ball,0.625,8,5
acute rebellion,0.8888888888888888,9,8
Polish ban,0.4444444444444444,9,4
plastic saving,0.4444444444444444,9,4
enjoyable associate,1.0,9,9
live privatisation,0.42857142857142855,7,3
regional coefficient,0.7142857142857143,7,5
valid grace,0.375,8,3
artificial signing,0.3333333333333333,9,3
continued prosecutor,0.3,10,3
careful motif,0.6,10,6
extreme outline,0.6666666666666666,9,6
perfect critic,0.9,10,9
Spanish basis,0.6,10,6
operational rejection,0.5,10,5
minimum advantage,0.625,8,5
crucial collapse,0.75,8,6
sound trustee,0.8,10,8
vocal transit,0.4444444444444444,9,4
nervous sketch,0.75,8,6
Turkish fitness,0.4,10,4
sorry cord,0.1,10,1
agricultural ion,0.125,8,1
